longitude,latitude,housing_median_age,total_rooms,total_bedrooms,population,households,median_income,<1H OCEAN,INLAND,ISLAND,NEAR BAY,NEAR OCEAN,Predicted_Price
-120.88,38.91,15.0,8.262816937670928,6.658011045870748,7.581209826196346,6.539585955617669,2.902,0,1,0,0,0,126953.99444444446
-121.06,39.04,15.0,7.600902459542082,5.662960480135946,6.373319789577012,5.5093883366279774,5.5161,0,1,0,0,0,190681.1058201059
-117.81,33.82,22.0,7.972121128921655,5.817111159963204,6.964135612418245,5.783825182329737,10.8111,1,0,0,0,0,494856.1151111111
-117.88,33.93,17.0,8.716207971151853,6.759255270663693,7.927324360309794,6.7650389767805414,7.6486,1,0,0,0,0,363864.16346296296
-119.17,34.16,17.0,8.571113033405668,6.928537818164665,8.310660905907225,6.892641641172089,4.5828,0,0,0,0,1,266376.0931111111
-123.22,39.16,29.0,8.719644119505357,7.109062135687172,8.18757739559151,7.081708586105575,2.631,1,0,0,0,0,132090.25812169307
-121.37,38.64,36.0,5.777652323222656,3.8918202981106265,4.897839799950911,4.0943445622221,4.6111,0,1,0,0,0,147060.3457539683
-119.17,34.26,10.0,8.203851372183879,6.295266001439646,7.40184157874383,6.313548046277095,6.1885,0,0,0,0,1,334675.67274603195
-121.3,38.02,16.0,7.907651594711089,6.432940092739179,8.114922974204593,6.467698726104354,2.5473,0,1,0,0,0,106346.75608465608
-121.85,37.27,17.0,7.579678823090456,5.568344503761097,6.761572768804055,5.598421958998375,7.3339,1,0,0,0,0,333925.55464285705
-118.17,33.78,23.0,8.234564993267135,7.140453043101158,8.279189777195004,7.002155954403621,1.9647,0,0,0,0,1,164040.9276190476
-120.69,35.62,35.0,8.146709052203319,6.570882962339584,7.346655163176539,6.483107351457199,2.9167,1,0,0,0,0,175997.11509139006
-118.17,34.19,45.0,7.490529402060711,5.75890177387728,6.943122422819428,5.746203190540153,4.0985,1,0,0,0,0,205744.78425925924
-117.06,32.77,34.0,7.456454555176209,5.924255797414532,6.594413459749778,5.860786223465865,2.0284,0,0,0,0,1,128158.96031746027
-118.36,33.85,34.0,6.99117688712121,5.288267030694535,6.234410725718371,5.0689042022202315,6.1133,1,0,0,0,0,333407.1229365078
-117.99,33.88,25.0,8.132118772955806,6.234410725718371,7.315883504509785,6.212606095751519,6.6704,1,0,0,0,0,320702.7223082011
-117.08,33.13,17.0,9.043931533642278,7.874358824729881,8.855805992536562,7.7266536648476425,2.1437,1,0,0,0,0,132360.5066137566
-117.96,33.82,29.0,7.685703061234547,6.150602768446279,7.398174092970465,6.061456918928017,3.707,1,0,0,0,0,188849.41283068786
-117.96,34.0,33.0,8.605753368395717,6.859614903654202,8.168486417126681,6.818924065275521,4.4038,1,0,0,0,0,205471.79008658012
-118.37,33.95,52.0,6.729824070489475,5.170483995038151,6.617402977974478,5.117993812416755,4.125,1,0,0,0,0,246244.47665464174
-117.57,33.87,27.0,7.488293515159428,5.662960480135946,6.84587987526405,5.631211781821365,5.1929,0,1,0,0,0,189028.26458994707
-118.08,34.58,5.0,7.01571242048723,5.231108616854587,6.448889394146858,5.1298987149230735,4.1719,0,1,0,0,0,171819.92007936505
-121.41,38.55,14.0,7.837948916025283,6.559615237493242,7.310550158534422,6.369900982828227,1.9167,0,1,0,0,0,128187.86706349207
-119.6,36.56,36.0,6.6052979209482015,5.1298987149230735,6.6039438246004725,5.231108616854587,1.4415,0,1,0,0,0,53901.1962962963
-122.14,37.69,38.0,7.360103972989152,5.762051382780177,6.774223886357614,5.71042701737487,4.4659,0,0,0,1,0,198494.42857142864
-121.09,37.56,32.0,7.4489161025442,5.786897381366708,7.213031659834869,5.730099782973574,2.6705,0,1,0,0,0,113336.86071428569
-117.94,33.73,24.0,8.342363500380579,6.577861357721047,7.81156848934518,6.5722825426940075,5.2563,1,0,0,0,0,253731.28571428568
-116.9,32.77,8.0,8.188966863648876,6.20050917404269,7.259819610363186,6.180016653652572,6.2609,1,0,0,0,0,291693.61730158736
-120.46,34.63,48.0,7.25063551189868,5.71042701737487,6.52649485957079,5.634789603169249,2.9271,0,0,0,0,1,190983.99978306887
-117.33,34.08,35.0,7.714677473800927,6.049733455231958,7.240649694255466,5.983936280687191,3.1799,0,1,0,0,0,103484.48650793651
-122.28,37.87,52.0,6.380122536899765,4.890349128221754,5.666426688112432,4.882801922586371,3.5156,0,0,0,1,0,193869.47823280425
-120.66,35.46,17.0,8.229244416735913,6.413458957167357,7.528869256642251,6.418364935936212,4.5179,1,0,0,0,0,230230.77857142856
-119.77,35.65,21.0,7.784889295655098,6.182084906716632,7.4073177104694174,6.030685260261263,2.6066,0,1,0,0,0,65868.65449735451
-117.81,34.01,12.0,9.12674134809987,7.404279118037268,8.374015421739909,7.349230824613334,4.9589,1,0,0,0,0,214266.8375661376
-117.74,34.05,29.0,7.8050670442584895,6.55250788703459,8.016317898503415,6.501289670540389,2.1354,0,1,0,0,0,114096.10833333335
-118.3,34.25,36.0,7.170888478512505,5.720311776607412,6.535241271013659,5.568344503761097,3.1523,1,0,0,0,0,222973.8230687831
-117.17,34.05,24.0,7.964850887447313,6.230481447578482,7.040536390215956,6.163314804034641,4.2059,0,1,0,0,0,156250.4647402597
-121.67,36.66,19.0,9.145481799627687,7.591357046698551,8.357024439263416,7.5406215286571525,3.6875,1,0,0,0,0,206903.16600529096
-119.23,34.25,28.0,3.295836866004329,1.3862943611198906,3.4011973816621555,2.302585092994046,8.0,0,0,0,0,1,306807.4000211641
-121.93,37.27,28.0,8.14002395246292,6.625392368007956,7.469654172932128,6.593044534142437,4.1033,1,0,0,0,0,262786.4155396825
-120.45,34.88,15.0,7.670428522190693,5.659482215759621,6.835184586147301,5.755742213586912,5.7306,1,0,0,0,0,274116.12567765586
-121.96,37.53,18.0,7.773173680482536,6.481577129276431,7.133295954896068,6.375024819828097,2.6198,1,0,0,0,0,194293.29992063495
-118.5,34.26,33.0,7.94873845481361,6.236369590203704,7.201170883281678,6.22455842927536,4.8316,1,0,0,0,0,238602.47621693125
-121.29,38.03,16.0,8.379539026117442,6.782192056006791,7.396335293800808,6.70808408385307,2.2672,0,1,0,0,0,126346.62962962968
-122.5,37.75,43.0,7.772331575169614,6.1779441140506,7.129297548929373,6.12029741895095,4.0985,0,0,0,0,1,284120.69646825397
-120.67,35.29,44.0,7.71289096149013,6.021023349349527,6.9440872082295275,6.082218910376446,3.0833,0,0,0,0,1,239961.91865079358
-122.08,37.34,23.0,7.862497197230545,5.817111159963204,6.827629234502852,5.82600010738045,10.5142,1,0,0,0,0,498120.08550000004
-118.01,33.89,36.0,7.371489295214277,5.583496308781699,6.690842277418564,5.60947179518496,4.6354,1,0,0,0,0,204669.9227513227
-122.29,37.91,46.0,7.643003635560718,5.849324779946859,6.618738983517219,5.872117789475416,4.0536,0,0,0,1,0,222352.43568070818
-118.3,34.01,48.0,8.34711636103872,6.999422467507961,8.101374671228582,6.856461984594587,1.9152,1,0,0,0,0,144025.71626984127
-122.43,37.77,52.0,7.906547232368036,6.659293919683638,7.271703706887368,6.598509028614515,3.6031,0,0,0,1,0,457299.7546071426
-116.24,33.73,14.0,7.928406026180535,6.340359303727752,7.333676395657684,6.226536669287466,3.0682,0,1,0,0,0,98173.56917989416
-118.54,34.17,11.0,6.985641817639208,5.1647859739235145,5.958424693029782,5.081404364984463,6.1274,1,0,0,0,0,353261.3278439153
-118.1,34.1,34.0,7.8551570058813445,6.470799503782602,7.395721608602045,6.42648845745769,2.34,1,0,0,0,0,193366.12267917275
-119.31,36.2,23.0,7.516433302915632,5.808142489980444,6.970730078143525,5.817111159963204,3.1453,0,1,0,0,0,92417.7861111111
-118.24,33.92,42.0,5.796057750765372,4.61512051684126,6.406879986069314,4.477336814478207,2.4464,1,0,0,0,0,104144.95542328042
-117.82,33.84,25.0,7.489412083508719,5.318119993844216,6.517671272912275,5.384495062789089,10.1299,1,0,0,0,0,480315.4117777778
-122.21,37.8,48.0,7.186901020411631,5.575949103146316,6.2285110035911835,5.53338948872752,4.0977,0,0,0,1,0,208121.0412142857
-122.41,40.58,35.0,7.636752112435779,5.955837369464831,6.937314081223682,5.929589143389895,2.8512,0,1,0,0,0,93741.87222222226
-118.32,34.04,48.0,7.077498053569231,5.796057750765372,6.860663671448287,5.7430031878094825,2.3526,1,0,0,0,0,169722.37883597892
-118.23,34.18,47.0,7.5251007461258,5.846438775057725,6.630683385642372,5.739792912179234,3.6875,1,0,0,0,0,274068.4484126984
-122.4,37.8,52.0,7.528869256642251,6.3561076606958915,6.522092798170152,6.1070228877422545,4.775,0,0,0,1,0,403075.1392301587
-117.14,32.71,39.0,7.4073177104694174,6.171700597410915,7.685703061234547,6.173786103901937,1.7642,0,0,0,0,1,98521.05820105819
-118.32,34.06,36.0,8.083328608786376,6.583409222158765,7.232733136177615,6.418364935936212,4.5918,1,0,0,0,0,423703.3279444445
-121.23,39.27,11.0,7.143617602704121,5.41610040220442,6.352629396319567,5.327876168789581,3.3603,0,1,0,0,0,137839.74854497352
-118.31,33.77,20.0,8.661639795781266,6.863803391452954,7.922261058353247,6.842683282238422,6.6447,1,0,0,0,0,360763.81769047625
-119.18,34.2,21.0,6.20455776256869,4.852030263919617,6.194405391104672,4.672828834461906,2.6964,0,0,0,0,1,208126.66483862436
-122.62,38.92,13.0,6.255750041753367,4.7535901911063645,5.521460917862246,4.700480365792417,1.8417,0,1,0,0,0,88415.86614285715
-122.24,37.77,52.0,7.050989447068045,5.4638318050256105,6.1779441140506,5.4116460518550396,2.6411,0,0,0,1,0,166507.81358730159
-118.09,33.92,36.0,7.775695749915245,6.040254711277414,7.4205789054108005,6.09807428216624,4.6976,1,0,0,0,0,183363.9390211641
-118.45,34.18,33.0,7.639161171659173,6.18826412308259,6.92951677076365,6.111467339502679,3.6019,1,0,0,0,0,246111.00777777782
-117.97,34.17,35.0,8.518392471991719,6.744059186311348,7.655864017616056,6.70196036600254,4.9968,0,1,0,0,0,276653.6493849206
-120.98,37.68,27.0,8.295798110636145,6.637258031284457,7.499423290592229,6.577861357721047,3.1848,0,1,0,0,0,135422.07129629632
-122.57,38.02,33.0,9.162409838218633,7.305188215393037,8.242493153187626,7.251344983372214,5.6512,0,0,0,1,0,342026.14349206357
-118.22,33.94,42.0,7.017506142941256,5.697093486505405,7.253470382684528,5.786897381366708,3.0903,1,0,0,0,0,148099.45476190484
-117.57,34.13,5.0,8.721928343047091,6.779921907472252,7.935945103353701,6.661854740545311,5.9369,0,1,0,0,0,225250.11180856184
-122.02,38.37,16.0,7.822444729489319,5.805134968916488,7.020190708311925,5.82600010738045,6.4894,0,1,0,0,0,250863.67896825398
-121.86,39.75,18.0,7.409741954080923,5.736572297479192,6.75343791859778,5.683579767338681,3.5046,0,1,0,0,0,109568.4097883598
-122.5,37.74,44.0,7.8351837552667485,6.251903883165888,7.268920128193722,6.09807428216624,3.875,0,0,0,0,1,282998.8347883598
-121.99,37.55,28.0,7.789454566086673,6.030685260261263,7.009408932708637,6.118097198041348,4.8403,1,0,0,0,0,231395.97934102934
-121.41,38.58,18.0,8.847359875474174,7.5406215286571525,7.938802248154481,7.462214939768189,3.089,0,1,0,0,0,131396.31322751322
-118.32,33.99,49.0,7.249925536717988,5.598421958998375,6.7912214627261855,5.648974238161206,1.9779,1,0,0,0,0,113929.31904761908
-117.34,33.21,12.0,8.69349667588463,7.224753405767971,8.011686729127847,7.025538314638521,2.7386,0,0,0,0,1,139931.69285714283
-117.65,33.49,16.0,7.707062655370473,6.12029741895095,6.444131256700441,5.948034989180646,4.3603,1,0,0,0,0,232516.07259523813
-118.17,34.1,25.0,8.399535147948004,6.473890696352274,7.56164174558878,6.481577129276431,8.058,1,0,0,0,0,470406.1801150794
-122.76,38.46,14.0,8.464425125877582,6.6293632534374485,7.673223121121708,6.597145701886651,4.5152,1,0,0,0,0,206329.95282587787
-119.85,36.82,9.0,8.293049139768444,6.658011045870748,7.433666540166168,6.569481420414296,3.3239,0,1,0,0,0,103816.61468253966
-118.14,34.01,42.0,7.587817219993427,6.236369590203704,7.518607216815252,6.220590170099739,2.5326,1,0,0,0,0,171067.6982804233
-117.96,33.99,25.0,7.207118856207756,5.351858133476067,6.493753839851686,5.303304908059076,5.2852,1,0,0,0,0,238406.37248677254
-122.22,37.79,49.0,7.510430556378006,6.111467339502679,7.091742115095153,6.052089168924417,2.5,0,0,0,1,0,130423.93558201064
-122.27,37.77,23.0,8.644706511715198,7.147559271189454,7.897668150726906,7.049254841255837,4.7695,0,0,0,1,0,268524.33780110633
-119.77,36.3,24.0,7.697575346802343,6.156978985585555,6.959398512133975,6.0867747269123065,2.1038,0,1,0,0,0,76356.94563492066
-118.15,34.02,43.0,7.6838639802564295,6.406879986069314,7.77779262633883,6.393590753950631,2.8239,1,0,0,0,0,164839.04457671958
-117.9,33.63,28.0,7.771067086065406,5.8664680569332965,6.725033642166843,5.8522024797744745,7.1148,1,0,0,0,0,432804.10477777774
-121.44,38.62,37.0,8.009695357742922,6.598509028614515,7.322510433997394,6.3784261836515865,1.4387,0,1,0,0,0,77682.43439153442
-119.63,36.64,33.0,6.9440872082295275,5.204006687076795,6.431331081933479,5.1647859739235145,3.4107,0,1,0,0,0,98589.31560846561
-119.59,34.39,35.0,6.434546518787453,5.14166355650266,5.631211781821365,4.941642422609304,3.6969,1,0,0,0,0,260305.2033333334
-118.18,34.12,45.0,7.7823903355874595,6.192362489474872,7.358830898342354,6.156978985585555,4.21,1,0,0,0,0,238241.0768518519
-117.22,33.81,4.0,9.201501423308978,7.5740450053721995,8.545974992841689,7.415776975415394,3.4237,0,1,0,0,0,139503.42182539686
-118.33,34.02,11.0,7.1308988302963465,5.749392985908253,6.439350371100098,5.820082930352362,0.8702,1,0,0,0,0,200444.06048941796
-118.15,34.11,52.0,6.90875477931522,5.262690188904886,5.8971538676367405,5.0689042022202315,4.2981,1,0,0,0,0,241228.32099206347
-118.24,33.98,45.0,6.880384082186005,5.521460917862246,7.161622002939187,5.568344503761097,2.2054,1,0,0,0,0,111653.64708994707
-118.36,34.08,40.0,8.042699496897637,6.639875833826536,7.351158226430694,6.638567789166521,1.9937,1,0,0,0,0,273920.317537037
-118.92,35.26,20.0,8.246958032568177,6.829793737512425,8.146419323098003,6.825460036255307,2.0174,0,1,0,0,0,73312.69722222221
-118.21,33.97,52.0,8.347827345782498,6.812345094177479,8.224699561967235,6.794586580876499,3.1901,1,0,0,0,0,164744.12321428573
-117.08,34.03,23.0,8.259199362666282,6.551080335043404,7.641564441260972,6.481577129276431,3.154,0,1,0,0,0,121026.37830687831
-122.02,37.31,35.0,7.764720544771477,5.953243334287785,7.130098510125578,5.937536205082426,5.9714,1,0,0,0,0,334914.2596560846
-117.85,33.79,40.0,7.132497551660044,5.820082930352362,6.593044534142437,5.840641657373398,2.4688,1,0,0,0,0,183498.5271164022
-118.35,33.87,37.0,7.259116128097101,5.659482215759621,6.787844982309579,5.673323267171493,4.5833,1,0,0,0,0,290245.37777777767
-117.88,33.85,26.0,8.275121630216509,6.661854740545311,7.75491027202143,6.587550014824796,3.7772,1,0,0,0,0,200878.598941799
-122.06,37.65,33.0,7.113142108707088,5.659482215759621,6.744059186311348,5.676753802268282,3.8036,0,0,0,1,0,184200.62923280412
-117.25,33.38,16.0,8.17103418920548,6.641182169740591,7.60489448081162,6.5337888379333435,3.0,1,0,0,0,0,154896.12738095238
-122.05,37.11,39.0,6.97166860472579,5.517452896464707,6.210600077024653,5.342334251964811,4.5972,0,0,0,0,1,284673.3196296297
-122.5,37.76,46.0,7.708410667257367,6.175867270105761,7.149131598557407,6.150602768446279,4.2644,0,0,0,0,1,285367.9478439153
-122.26,37.88,52.0,7.721348612617949,6.018593214496234,6.714170529909472,5.934894195619588,5.7979,0,0,0,1,0,363369.8407962963
-119.54,38.51,14.0,7.1316985104669115,5.60947179518496,6.582025138892826,5.459585514144159,2.35,0,1,0,0,0,119989.20291005293
-122.29,37.94,20.0,8.93313654381203,7.2633296174768365,8.199189359078067,7.217443431696533,4.4387,0,0,0,1,0,205943.55198412703
-119.81,36.76,51.0,7.791522819150732,6.18826412308259,7.158513997329321,6.056784013228625,2.2029,0,1,0,0,0,68638.35687830688
-122.28,37.49,25.0,8.9005490139363,7.05444965813294,7.87359778968554,6.956545443151569,6.5475,0,0,0,0,1,394130.9361455027
-118.09,34.01,36.0,7.290292882446597,5.8971538676367405,7.338888133838879,5.8377304471659395,3.5469,1,0,0,0,0,160332.85436507943
-119.15,34.3,21.0,7.814399633804487,6.220590170099739,7.146772179452637,6.226536669287466,2.98,0,0,0,0,1,206465.20082804238
-121.98,37.16,42.0,7.837554360881084,6.073044534100405,6.86484777797086,5.988961416889864,5.3468,1,0,0,0,0,346729.27549735457
-119.58,36.1,21.0,7.232010331664759,5.793013608384144,7.293017679772782,5.87493073085203,1.3967,0,1,0,0,0,51387.922619047626
-118.36,33.89,34.0,6.634633357861686,5.1647859739235145,6.584791392385716,5.293304824724492,5.3169,1,0,0,0,0,298046.69087301596
-118.06,33.85,16.0,8.48714627006394,6.588926477533519,7.8351837552667485,6.558197802812269,6.0142,1,0,0,0,0,286090.060010582
-118.48,34.22,22.0,8.14060704285845,7.102499355774649,8.193953023563742,6.996681488176539,2.1974,1,0,0,0,0,193302.89984126991
-121.19,39.55,17.0,7.302496423727326,5.652489180268651,6.1779441140506,5.356586274672012,1.4896,0,1,0,0,0,92101.06018518521
-121.08,39.02,13.0,7.517520850603031,5.62040086571715,6.6240652277998935,5.602118820879701,4.2031,0,1,0,0,0,189345.26415343914
-117.36,33.98,46.0,7.427144133408616,6.118097198041348,7.359467638255621,6.077642243349034,2.0436,0,1,0,0,0,96988.59880952383
-117.85,34.1,22.0,8.55256033525353,6.851184927493743,7.7475968386928855,6.785587645007929,4.51,1,0,0,0,0,224584.37677489177
-120.86,37.77,45.0,6.432940092739179,4.867534450455582,5.552959584921617,4.8283137373023015,1.7188,0,1,0,0,0,98952.53333333334
-117.48,33.93,31.0,7.692569648067906,6.131226489483141,7.355641102974253,6.111467339502679,2.6776,0,1,0,0,0,108217.6472222222
-117.8,33.68,14.0,7.877017895622398,6.248042874508429,7.048386408721883,6.214608098422191,4.4391,1,0,0,0,0,240763.65707551714
-118.38,33.91,36.0,7.974188669286011,6.246106765481563,7.288927694521257,6.282266746896006,5.8374,1,0,0,0,0,373096.73442857154
-121.54,38.59,40.0,7.659642954564682,6.22455842927536,7.173958319756794,6.142037405587356,2.0368,0,1,0,0,0,86622.5755291005
-118.27,34.06,25.0,7.44716835960004,7.0707241072602764,8.222553638396958,6.9440872082295275,1.3241,1,0,0,0,0,177523.76798941795
-117.95,35.08,1.0,4.430816798843313,2.772588722239781,3.4965075614664802,2.772588722239781,4.875,0,1,0,0,0,131354.49018518516
-118.44,34.0,44.0,7.288244401020124,5.82600010738045,6.71174039505618,5.834810737062605,2.599,1,0,0,0,0,283431.5127804234
-118.38,34.22,20.0,7.0707241072602764,5.84354441703136,6.762729506931879,5.765191102784844,2.375,1,0,0,0,0,185090.93792328043
-122.49,37.74,52.0,7.8009820712577405,6.1092475827643655,7.080867896690782,6.07993319509559,4.3909,0,0,0,0,1,327611.05906349205
-121.42,38.47,11.0,8.642238680390461,7.318539548567902,8.138272638530186,7.170119543449628,2.3343,0,1,0,0,0,110760.17288359792
-117.23,34.14,16.0,7.8547691834991324,6.257667587882639,6.863803391452954,6.159095388491933,2.5625,0,1,0,0,0,107952.41428571427
-122.47,37.78,51.0,7.303843225277705,5.958424693029782,6.78105762593618,5.955837369464831,2.7431,0,0,0,1,0,310000.6531572874
-119.45,36.16,27.0,7.659171367666058,5.924255797414532,7.1459844677143876,5.846438775057725,2.8152,0,1,0,0,0,71152.65489417988
-117.3,33.23,13.0,8.194229304819817,6.674561391814426,7.473069088032197,6.693323668269949,2.765,1,0,0,0,0,126564.88703703707
-121.89,38.02,36.0,7.903965634032166,6.311734809152915,7.510977752014095,6.302618975744905,3.3371,0,1,0,0,0,113021.24927849937
-120.54,38.07,37.0,6.602587892189336,5.003946305945459,5.8289456176102075,4.948759890378168,2.2875,0,1,0,0,0,104113.36322751324
-120.79,37.49,44.0,7.079184394609668,5.420534999272286,6.5337888379333435,5.459585514144159,3.4167,0,1,0,0,0,143470.8507936508
-118.26,33.85,25.0,7.751475318021456,5.7899601708972535,6.992096427415888,5.796057750765372,5.293,1,0,0,0,0,249336.8819011544
-119.12,35.39,13.0,7.142827401161621,5.313205979041787,6.315358001522335,5.236441962829949,4.5903,0,1,0,0,0,119135.91908369404
-118.08,34.04,20.0,8.672828482947686,7.044905117129371,8.09376775793108,7.0317412587631285,4.7222,1,0,0,0,0,235297.64711640205
-119.44,38.53,20.0,7.582738488914411,6.075346031088684,6.52649485957079,5.6131281063880705,1.5817,0,1,0,0,0,122103.12367724866
-121.37,38.63,32.0,8.204945165019208,6.682108597449809,7.2813856635702825,6.573680166960646,2.6623,0,1,0,0,0,111557.70834535839
-118.3,34.07,31.0,7.306531398939505,6.499787040655854,7.492203042618741,6.322565239927284,2.4348,1,0,0,0,0,226111.70679365084
-117.23,32.73,44.0,7.063903961472068,5.575949103146316,6.234410725718371,5.54907608489522,2.7273,0,0,0,0,1,239119.02368253967
-118.04,33.86,21.0,7.962415680121064,6.082218910376446,7.421775793644647,6.154858094016418,7.2628,1,0,0,0,0,348812.9426269842
-120.47,35.04,29.0,7.182352111885263,5.634789603169249,6.831953565565855,5.521460917862246,2.9375,1,0,0,0,0,155279.9043290043
-117.1,32.57,26.0,7.759614150696903,5.918893854273146,7.108244139731541,5.921578419643816,4.3601,0,0,0,0,1,143605.37958152956
-117.21,32.75,27.0,7.636752112435779,6.282266746896006,7.020190708311925,6.236369590203704,2.8043,0,0,0,0,1,212315.17031746032
-121.74,37.3,12.0,7.581719640125308,5.638354669333745,6.893656354602635,5.598421958998375,6.7159,1,0,0,0,0,302233.2427008176
-122.32,37.56,44.0,6.2878585601617845,5.159055299214529,5.87493073085203,5.272999558563747,2.8571,0,0,0,0,1,294799.68310245295
-118.15,34.17,46.0,7.845416036592485,6.326149473155099,7.462214939768189,6.20050917404269,2.0278,1,0,0,0,0,171422.0283492064
-118.28,34.04,39.0,7.052721049232323,6.073044534100405,7.527255919373784,6.052089168924417,2.1696,1,0,0,0,0,154794.9478835979
-117.72,33.99,14.0,8.634620608292202,6.759255270663693,8.042056410058754,6.71174039505618,5.7763,0,1,0,0,0,223278.94575998076
-117.86,33.76,34.0,8.056426767522984,6.331501849893691,7.426549072397305,6.278521424165844,4.7083,1,0,0,0,0,216219.8246031746
-117.32,33.99,27.0,8.60611940061064,6.7464121285733745,7.783640596221253,6.729824070489475,4.711,0,1,0,0,0,146300.17469937468
-120.65,35.27,52.0,7.720905251936779,6.466144724237619,7.121252453244542,6.3818160174060985,2.6208,0,0,0,0,1,224070.40111111104
-120.06,36.94,19.0,6.804614520062624,5.214935757608986,6.55250788703459,5.25227342804663,2.2375,0,1,0,0,0,79039.47433862434
-118.6,34.13,20.0,9.5674552191433,7.5678626054638825,8.60392119492606,7.53689712956617,9.1232,1,0,0,0,0,492391.3319999999
-117.73,34.04,26.0,8.250097752572845,6.703188113240863,8.122074375362217,6.698268054115413,3.15,0,1,0,0,0,131064.23531746035
-122.23,38.15,33.0,7.134093721192866,5.476463551931511,6.625392368007956,5.4680601411351315,1.756,0,0,0,1,0,107812.20838624336
-118.32,34.17,45.0,8.145839612936841,6.53813982376767,7.354362330421477,6.467698726104354,4.0648,1,0,0,0,0,276440.80029100546
-118.31,34.19,42.0,6.586171654854675,5.0106352940962555,6.042632833682381,5.017279836814924,3.0625,1,0,0,0,0,215026.4150793651
-117.15,32.74,26.0,8.055157731819678,6.725033642166843,7.186144304522325,6.695798917058491,3.0259,0,0,0,0,1,201677.3891746032
-119.19,34.17,27.0,7.688913336864796,5.8998973535824915,7.285506548522785,5.963579343618446,4.4567,0,0,0,0,1,220484.48743386246
-122.42,37.79,52.0,8.148445666243235,6.92951677076365,7.734996194022781,6.902742737158593,2.565,0,0,0,1,0,284227.33780158736
-117.24,32.72,39.0,8.035926369891792,6.068425588244111,7.069874128458572,6.07073772800249,7.5925,0,0,0,0,1,435623.8258968254
-119.42,36.35,20.0,7.293017679772782,5.717027701406222,6.939253946041508,5.560681631015528,1.6645,0,1,0,0,0,56098.633730158755
-122.16,37.77,39.0,7.367708572374371,5.857933154483459,6.754604099487962,5.75890177387728,3.0958,0,0,0,1,0,150286.47698412702
-122.34,40.57,26.0,7.690743163541872,6.159095388491933,7.200424892944957,6.139884552226255,2.0395,0,1,0,0,0,64100.449470899504
-122.24,37.46,36.0,8.452547997922705,6.661854740545311,7.720905251936779,6.740519359606223,6.1043,0,0,0,0,1,382312.12938095257
-121.55,39.1,27.0,7.486613313139955,6.091309882077698,7.059617628291383,6.016157159698354,1.2857,0,1,0,0,0,53647.42632275131
-118.31,33.99,47.0,7.330405211844402,5.886104031450156,6.890609120147166,5.811140992976701,2.0915,1,0,0,0,0,109369.07367724866
-121.77,37.23,15.0,8.458292083496076,6.646390514847729,7.832014180505469,6.658011045870748,5.6958,1,0,0,0,0,267373.44761904766
-122.12,37.71,35.0,6.945051063725834,5.337538079701318,6.315358001522335,5.351858133476067,4.0,0,0,0,1,0,184774.20515873012
-122.09,37.37,27.0,7.146772179452637,5.231108616854587,6.142037405587356,5.209486152841421,6.8374,0,0,0,1,0,391792.46775793657
