longitude,latitude,housing_median_age,total_rooms,total_bedrooms,population,households,median_income,<1H OCEAN,INLAND,ISLAND,NEAR BAY,NEAR OCEAN,house value
-118.24,33.92,42.0,5.796057750765372,4.61512051684126,6.406879986069314,4.477336814478207,2.4464,1,0,0,0,0,114201.8137892657
-117.82,33.84,25.0,7.489412083508719,5.318119993844216,6.517671272912275,5.384495062789089,10.1299,1,0,0,0,0,430104.21881509013
-122.21,37.8,48.0,7.186901020411631,5.575949103146316,6.2285110035911835,5.53338948872752,4.0977,0,0,0,1,0,280645.7975361841
-122.41,40.58,35.0,7.636752112435779,5.955837369464831,6.937314081223682,5.929589143389895,2.8512,0,1,0,0,0,83619.22895118408
-118.32,34.04,48.0,7.077498053569231,5.796057750765372,6.860663671448287,5.7430031878094825,2.3526,1,0,0,0,0,187206.2208058196
-118.23,34.18,47.0,7.5251007461258,5.846438775057725,6.630683385642372,5.739792912179234,3.6875,1,0,0,0,0,239751.20841437718
-122.4,37.8,52.0,7.528869256642251,6.3561076606958915,6.522092798170152,6.1070228877422545,4.775,0,0,0,1,0,379192.7428772403
-117.14,32.71,39.0,7.4073177104694174,6.171700597410915,7.685703061234547,6.173786103901937,1.7642,0,0,0,0,1,121620.4523444199
-118.32,34.06,36.0,8.083328608786376,6.583409222158765,7.232733136177615,6.418364935936212,4.5918,1,0,0,0,0,295795.9456300554
-121.23,39.27,11.0,7.143617602704121,5.41610040220442,6.352629396319567,5.327876168789581,3.3603,0,1,0,0,0,79754.92204411747
-118.31,33.77,20.0,8.661639795781266,6.863803391452954,7.922261058353247,6.842683282238422,6.6447,1,0,0,0,0,331756.1506712525
-119.18,34.2,21.0,6.20455776256869,4.852030263919617,6.194405391104672,4.672828834461906,2.6964,0,0,0,0,1,154469.74650255032
-122.62,38.92,13.0,6.255750041753367,4.7535901911063645,5.521460917862246,4.700480365792417,1.8417,0,1,0,0,0,94394.86986382352
-122.24,37.77,52.0,7.050989447068045,5.4638318050256105,6.1779441140506,5.4116460518550396,2.6411,0,0,0,1,0,219604.60204817913
-118.09,33.92,36.0,7.775695749915245,6.040254711277414,7.4205789054108005,6.09807428216624,4.6976,1,0,0,0,0,226901.5199095048
-118.45,34.18,33.0,7.639161171659173,6.18826412308259,6.92951677076365,6.111467339502679,3.6019,1,0,0,0,0,247144.95276153833
-117.97,34.17,35.0,8.518392471991719,6.744059186311348,7.655864017616056,6.70196036600254,4.9968,0,1,0,0,0,235283.7064469778
-120.98,37.68,27.0,8.295798110636145,6.637258031284457,7.499423290592229,6.577861357721047,3.1848,0,1,0,0,0,147063.07227051025
-122.57,38.02,33.0,9.162409838218633,7.305188215393037,8.242493153187626,7.251344983372214,5.6512,0,0,0,1,0,308345.3802922568
-118.22,33.94,42.0,7.017506142941256,5.697093486505405,7.253470382684528,5.786897381366708,3.0903,1,0,0,0,0,171787.91436801758
-117.57,34.13,5.0,8.721928343047091,6.779921907472252,7.935945103353701,6.661854740545311,5.9369,0,1,0,0,0,200615.00740238
-122.02,38.37,16.0,7.822444729489319,5.805134968916488,7.020190708311925,5.82600010738045,6.4894,0,1,0,0,0,235964.69633042533
-121.86,39.75,18.0,7.409741954080923,5.736572297479192,6.75343791859778,5.683579767338681,3.5046,0,1,0,0,0,96700.44660607679
-122.5,37.74,44.0,7.8351837552667485,6.251903883165888,7.268920128193722,6.09807428216624,3.875,0,0,0,0,1,251302.53024031967
-121.99,37.55,28.0,7.789454566086673,6.030685260261263,7.009408932708637,6.118097198041348,4.8403,1,0,0,0,0,272556.30080022616
-121.41,38.58,18.0,8.847359875474174,7.5406215286571525,7.938802248154481,7.462214939768189,3.089,0,1,0,0,0,183744.12157779
-118.32,33.99,49.0,7.249925536717988,5.598421958998375,6.7912214627261855,5.648974238161206,1.9779,1,0,0,0,0,148249.67035911093
-117.34,33.21,12.0,8.69349667588463,7.224753405767971,8.011686729127847,7.025538314638521,2.7386,0,0,0,0,1,178911.0198194692
-117.65,33.49,16.0,7.707062655370473,6.12029741895095,6.444131256700441,5.948034989180646,4.3603,1,0,0,0,0,284684.8505207384
-118.17,34.1,25.0,8.399535147948004,6.473890696352274,7.56164174558878,6.481577129276431,8.058,1,0,0,0,0,372198.78731868556
-122.76,38.46,14.0,8.464425125877582,6.6293632534374485,7.673223121121708,6.597145701886651,4.5152,1,0,0,0,0,230136.09988423064
-119.85,36.82,9.0,8.293049139768444,6.658011045870748,7.433666540166168,6.569481420414296,3.3239,0,1,0,0,0,133755.94415216567
-118.14,34.01,42.0,7.587817219993427,6.236369590203704,7.518607216815252,6.220590170099739,2.5326,1,0,0,0,0,165621.93674551882
-117.96,33.99,25.0,7.207118856207756,5.351858133476067,6.493753839851686,5.303304908059076,5.2852,1,0,0,0,0,241313.1225881069
-122.22,37.79,49.0,7.510430556378006,6.111467339502679,7.091742115095153,6.052089168924417,2.5,0,0,0,1,0,198067.42082149303
-122.27,37.77,23.0,8.644706511715198,7.147559271189454,7.897668150726906,7.049254841255837,4.7695,0,0,0,1,0,290578.81462900667
-119.77,36.3,24.0,7.697575346802343,6.156978985585555,6.959398512133975,6.0867747269123065,2.1038,0,1,0,0,0,110243.77885142341
-118.15,34.02,43.0,7.6838639802564295,6.406879986069314,7.77779262633883,6.393590753950631,2.8239,1,0,0,0,0,175581.89075875282
-117.9,33.63,28.0,7.771067086065406,5.8664680569332965,6.725033642166843,5.8522024797744745,7.1148,1,0,0,0,0,358200.00431640213
-121.44,38.62,37.0,8.009695357742922,6.598509028614515,7.322510433997394,6.3784261836515865,1.4387,0,1,0,0,0,86271.95170329278
-119.63,36.64,33.0,6.9440872082295275,5.204006687076795,6.431331081933479,5.1647859739235145,3.4107,0,1,0,0,0,107349.83954808628
-119.59,34.39,35.0,6.434546518787453,5.14166355650266,5.631211781821365,4.941642422609304,3.6969,1,0,0,0,0,299973.8548700819
-118.18,34.12,45.0,7.7823903355874595,6.192362489474872,7.358830898342354,6.156978985585555,4.21,1,0,0,0,0,235073.28038707003
-117.22,33.81,4.0,9.201501423308978,7.5740450053721995,8.545974992841689,7.415776975415394,3.4237,0,1,0,0,0,127402.58539876482
-118.33,34.02,11.0,7.1308988302963465,5.749392985908253,6.439350371100098,5.820082930352362,0.8702,1,0,0,0,0,123318.52265037177
-118.15,34.11,52.0,6.90875477931522,5.262690188904886,5.8971538676367405,5.0689042022202315,4.2981,1,0,0,0,0,277545.16083012987
-118.24,33.98,45.0,6.880384082186005,5.521460917862246,7.161622002939187,5.568344503761097,2.2054,1,0,0,0,0,124525.09856062056
-118.36,34.08,40.0,8.042699496897637,6.639875833826536,7.351158226430694,6.638567789166521,1.9937,1,0,0,0,0,197919.89181619417
-118.92,35.26,20.0,8.246958032568177,6.829793737512425,8.146419323098003,6.825460036255307,2.0174,0,1,0,0,0,74221.99361522449
-118.21,33.97,52.0,8.347827345782498,6.812345094177479,8.224699561967235,6.794586580876499,3.1901,1,0,0,0,0,189578.8507288848
-117.08,34.03,23.0,8.259199362666282,6.551080335043404,7.641564441260972,6.481577129276431,3.154,0,1,0,0,0,107240.99381849822
-122.02,37.31,35.0,7.764720544771477,5.953243334287785,7.130098510125578,5.937536205082426,5.9714,1,0,0,0,0,309635.78509094426
-117.85,33.79,40.0,7.132497551660044,5.820082930352362,6.593044534142437,5.840641657373398,2.4688,1,0,0,0,0,205547.31943766912
-118.35,33.87,37.0,7.259116128097101,5.659482215759621,6.787844982309579,5.673323267171493,4.5833,1,0,0,0,0,257408.98986990098
-117.88,33.85,26.0,8.275121630216509,6.661854740545311,7.75491027202143,6.587550014824796,3.7772,1,0,0,0,0,203483.95558932098
-122.06,37.65,33.0,7.113142108707088,5.659482215759621,6.744059186311348,5.676753802268282,3.8036,0,0,0,1,0,224900.7908338043
-117.25,33.38,16.0,8.17103418920548,6.641182169740591,7.60489448081162,6.5337888379333435,3.0,1,0,0,0,0,169560.27593383705
-122.05,37.11,39.0,6.97166860472579,5.517452896464707,6.210600077024653,5.342334251964811,4.5972,0,0,0,0,1,311583.6597531489
-122.5,37.76,46.0,7.708410667257367,6.175867270105761,7.149131598557407,6.150602768446279,4.2644,0,0,0,0,1,280813.2954880004
-122.26,37.88,52.0,7.721348612617949,6.018593214496234,6.714170529909472,5.934894195619588,5.7979,0,0,0,1,0,347933.3682792089
-119.54,38.51,14.0,7.1316985104669115,5.60947179518496,6.582025138892826,5.459585514144159,2.35,0,1,0,0,0,16000.659109445289
-122.29,37.94,20.0,8.93313654381203,7.2633296174768365,8.199189359078067,7.217443431696533,4.4387,0,0,0,1,0,247324.86295352736
-119.81,36.76,51.0,7.791522819150732,6.18826412308259,7.158513997329321,6.056784013228625,2.2029,0,1,0,0,0,108053.34467471112
-122.28,37.49,25.0,8.9005490139363,7.05444965813294,7.87359778968554,6.956545443151569,6.5475,0,0,0,0,1,358449.3267301782
-118.09,34.01,36.0,7.290292882446597,5.8971538676367405,7.338888133838879,5.8377304471659395,3.5469,1,0,0,0,0,180300.19000462675
-119.15,34.3,21.0,7.814399633804487,6.220590170099739,7.146772179452637,6.226536669287466,2.98,0,0,0,0,1,205548.86409002775
-121.98,37.16,42.0,7.837554360881084,6.073044534100405,6.86484777797086,5.988961416889864,5.3468,1,0,0,0,0,328239.9733262225
-119.58,36.1,21.0,7.232010331664759,5.793013608384144,7.293017679772782,5.87493073085203,1.3967,0,1,0,0,0,24119.814533803612
-118.36,33.89,34.0,6.634633357861686,5.1647859739235145,6.584791392385716,5.293304824724492,5.3169,1,0,0,0,0,266950.53589420905
-118.06,33.85,16.0,8.48714627006394,6.588926477533519,7.8351837552667485,6.558197802812269,6.0142,1,0,0,0,0,267304.05327887554
-118.48,34.22,22.0,8.14060704285845,7.102499355774649,8.193953023563742,6.996681488176539,2.1974,1,0,0,0,0,169171.21216071583
-121.19,39.55,17.0,7.302496423727326,5.652489180268651,6.1779441140506,5.356586274672012,1.4896,0,1,0,0,0,30281.54366418626
-121.08,39.02,13.0,7.517520850603031,5.62040086571715,6.6240652277998935,5.602118820879701,4.2031,0,1,0,0,0,110399.31575649232
-117.36,33.98,46.0,7.427144133408616,6.118097198041348,7.359467638255621,6.077642243349034,2.0436,0,1,0,0,0,97482.45969740534
-117.85,34.1,22.0,8.55256033525353,6.851184927493743,7.7475968386928855,6.785587645007929,4.51,1,0,0,0,0,237085.2052770448
-120.86,37.77,45.0,6.432940092739179,4.867534450455582,5.552959584921617,4.8283137373023015,1.7188,0,1,0,0,0,107250.09297357267
-117.48,33.93,31.0,7.692569648067906,6.131226489483141,7.355641102974253,6.111467339502679,2.6776,0,1,0,0,0,104956.64756086469
-117.8,33.68,14.0,7.877017895622398,6.248042874508429,7.048386408721883,6.214608098422191,4.4391,1,0,0,0,0,246984.91843640152
-118.38,33.91,36.0,7.974188669286011,6.246106765481563,7.288927694521257,6.282266746896006,5.8374,1,0,0,0,0,315183.2085912465
-121.54,38.59,40.0,7.659642954564682,6.22455842927536,7.173958319756794,6.142037405587356,2.0368,0,1,0,0,0,100818.05157752335
-118.27,34.06,25.0,7.44716835960004,7.0707241072602764,8.222553638396958,6.9440872082295275,1.3241,1,0,0,0,0,158601.02137791552
-117.95,35.08,1.0,4.430816798843313,2.772588722239781,3.4965075614664802,2.772588722239781,4.875,0,1,0,0,0,168189.4851951846
-118.44,34.0,44.0,7.288244401020124,5.82600010738045,6.71174039505618,5.834810737062605,2.599,1,0,0,0,0,209030.95255675353
-118.38,34.22,20.0,7.0707241072602764,5.84354441703136,6.762729506931879,5.765191102784844,2.375,1,0,0,0,0,171580.6509281029
-122.49,37.74,52.0,7.8009820712577405,6.1092475827643655,7.080867896690782,6.07993319509559,4.3909,0,0,0,0,1,284388.14823251683
-121.42,38.47,11.0,8.642238680390461,7.318539548567902,8.138272638530186,7.170119543449628,2.3343,0,1,0,0,0,105166.50316011393
-117.23,34.14,16.0,7.8547691834991324,6.257667587882639,6.863803391452954,6.159095388491933,2.5625,0,1,0,0,0,122582.57615453424
-122.47,37.78,51.0,7.303843225277705,5.958424693029782,6.78105762593618,5.955837369464831,2.7431,0,0,0,1,0,236671.52617921075
-119.45,36.16,27.0,7.659171367666058,5.924255797414532,7.1459844677143876,5.846438775057725,2.8152,0,1,0,0,0,88620.80891818507
-117.3,33.23,13.0,8.194229304819817,6.674561391814426,7.473069088032197,6.693323668269949,2.765,1,0,0,0,0,184053.90856547887
-121.89,38.02,36.0,7.903965634032166,6.311734809152915,7.510977752014095,6.302618975744905,3.3371,0,1,0,0,0,153156.6981884418
-120.54,38.07,37.0,6.602587892189336,5.003946305945459,5.8289456176102075,4.948759890378168,2.2875,0,1,0,0,0,90354.91785633098
-120.79,37.49,44.0,7.079184394609668,5.420534999272286,6.5337888379333435,5.459585514144159,3.4167,0,1,0,0,0,147823.2020777543
-118.26,33.85,25.0,7.751475318021456,5.7899601708972535,6.992096427415888,5.796057750765372,5.293,1,0,0,0,0,249749.0640145871
-119.12,35.39,13.0,7.142827401161621,5.313205979041787,6.315358001522335,5.236441962829949,4.5903,0,1,0,0,0,173828.33712093672
-118.08,34.04,20.0,8.672828482947686,7.044905117129371,8.09376775793108,7.0317412587631285,4.7222,1,0,0,0,0,246177.76115761837
-119.44,38.53,20.0,7.582738488914411,6.075346031088684,6.52649485957079,5.6131281063880705,1.5817,0,1,0,0,0,22493.501634092536
-121.37,38.63,32.0,8.204945165019208,6.682108597449809,7.2813856635702825,6.573680166960646,2.6623,0,1,0,0,0,141878.2879800005
-118.3,34.07,31.0,7.306531398939505,6.499787040655854,7.492203042618741,6.322565239927284,2.4348,1,0,0,0,0,200030.04855525447
-117.23,32.73,44.0,7.063903961472068,5.575949103146316,6.234410725718371,5.54907608489522,2.7273,0,0,0,0,1,229556.1186057832
-118.04,33.86,21.0,7.962415680121064,6.082218910376446,7.421775793644647,6.154858094016418,7.2628,1,0,0,0,0,317875.877232125
-120.47,35.04,29.0,7.182352111885263,5.634789603169249,6.831953565565855,5.521460917862246,2.9375,1,0,0,0,0,200605.84294498013
-117.1,32.57,26.0,7.759614150696903,5.918893854273146,7.108244139731541,5.921578419643816,4.3601,0,0,0,0,1,219867.91853222623
-117.21,32.75,27.0,7.636752112435779,6.282266746896006,7.020190708311925,6.236369590203704,2.8043,0,0,0,0,1,217342.23383369856
-121.74,37.3,12.0,7.581719640125308,5.638354669333745,6.893656354602635,5.598421958998375,6.7159,1,0,0,0,0,293342.58468172327
-122.32,37.56,44.0,6.2878585601617845,5.159055299214529,5.87493073085203,5.272999558563747,2.8571,0,0,0,0,1,262513.6152790361
-118.15,34.17,46.0,7.845416036592485,6.326149473155099,7.462214939768189,6.20050917404269,2.0278,1,0,0,0,0,144688.0865621455
-118.28,34.04,39.0,7.052721049232323,6.073044534100405,7.527255919373784,6.052089168924417,2.1696,1,0,0,0,0,151640.9941337644
-117.72,33.99,14.0,8.634620608292202,6.759255270663693,8.042056410058754,6.71174039505618,5.7763,0,1,0,0,0,206403.075522881
-117.86,33.76,34.0,8.056426767522984,6.331501849893691,7.426549072397305,6.278521424165844,4.7083,1,0,0,0,0,246129.2773101139
-117.32,33.99,27.0,8.60611940061064,6.7464121285733745,7.783640596221253,6.729824070489475,4.711,0,1,0,0,0,186514.96939492598
-120.65,35.27,52.0,7.720905251936779,6.466144724237619,7.121252453244542,6.3818160174060985,2.6208,0,0,0,0,1,276367.6157578388
-120.06,36.94,19.0,6.804614520062624,5.214935757608986,6.55250788703459,5.25227342804663,2.2375,0,1,0,0,0,49012.03995330958
-118.6,34.13,20.0,9.5674552191433,7.5678626054638825,8.60392119492606,7.53689712956617,9.1232,1,0,0,0,0,430529.5638239486
-117.73,34.04,26.0,8.250097752572845,6.703188113240863,8.122074375362217,6.698268054115413,3.15,0,1,0,0,0,111582.24668130046
-122.23,38.15,33.0,7.134093721192866,5.476463551931511,6.625392368007956,5.4680601411351315,1.756,0,0,0,1,0,111219.70993885444
-118.32,34.17,45.0,8.145839612936841,6.53813982376767,7.354362330421477,6.467698726104354,4.0648,1,0,0,0,0,263122.28684424004
-118.31,34.19,42.0,6.586171654854675,5.0106352940962555,6.042632833682381,5.017279836814924,3.0625,1,0,0,0,0,193105.97743993998
-117.15,32.74,26.0,8.055157731819678,6.725033642166843,7.186144304522325,6.695798917058491,3.0259,0,0,0,0,1,253800.72274282156
-119.19,34.17,27.0,7.688913336864796,5.8998973535824915,7.285506548522785,5.963579343618446,4.4567,0,0,0,0,1,228614.6060104873
-122.42,37.79,52.0,8.148445666243235,6.92951677076365,7.734996194022781,6.902742737158593,2.565,0,0,0,1,0,240840.36936793756
-117.24,32.72,39.0,8.035926369891792,6.068425588244111,7.069874128458572,6.07073772800249,7.5925,0,0,0,0,1,380476.3611112102
-119.42,36.35,20.0,7.293017679772782,5.717027701406222,6.939253946041508,5.560681631015528,1.6645,0,1,0,0,0,29287.842002265155
-122.16,37.77,39.0,7.367708572374371,5.857933154483459,6.754604099487962,5.75890177387728,3.0958,0,0,0,1,0,210836.8528390918
-122.34,40.57,26.0,7.690743163541872,6.159095388491933,7.200424892944957,6.139884552226255,2.0395,0,1,0,0,0,41927.83281048946
-122.24,37.46,36.0,8.452547997922705,6.661854740545311,7.720905251936779,6.740519359606223,6.1043,0,0,0,0,1,336976.22611569054
-121.55,39.1,27.0,7.486613313139955,6.091309882077698,7.059617628291383,6.016157159698354,1.2857,0,1,0,0,0,41022.22627758002
-118.31,33.99,47.0,7.330405211844402,5.886104031450156,6.890609120147166,5.811140992976701,2.0915,1,0,0,0,0,173668.1815227894
-121.77,37.23,15.0,8.458292083496076,6.646390514847729,7.832014180505469,6.658011045870748,5.6958,1,0,0,0,0,277580.96765014064
-122.12,37.71,35.0,6.945051063725834,5.337538079701318,6.315358001522335,5.351858133476067,4.0,0,0,0,1,0,235400.2435918036
-122.09,37.37,27.0,7.146772179452637,5.231108616854587,6.142037405587356,5.209486152841421,6.8374,0,0,0,1,0,345147.063369127
